text,start,end
ตอนนี้ก็คือทางเรายังไม่มีโปรโมชั่นนี้,74.218,77.169
นะคะแต่ว่าถ้าเกิดว่าทางเรามีค่ะทางเราจะ,77.169,80.346
อ่า รีบ ไป,80.266,81.274
แจ้งให้คุณลูกค้าทราบโดยด่วนนะคะโดยคุณลูกค้าสามารถ,81.194,85.068
ติดตามโปรโมชั่นและพิเก็ตต่างต่างค่ะผ่านทางแอพทรูไอ,85.068,89.184
ดีค่ะหรือว่าเว็บไซต์ของทางจูได้เลยนะ,89.184,92.089
คะ ถ้านี่ส่วนของแอพทรูไอดีอ่ะค่ะคุณลูกค้าสามารถ,92.089,95.963
ใช่,95.946,96.762
ตรวจสอบ สิทธิพิเศษ ของ,96.746,98.844
 คุณ ลูกค้า ค่ะ แล้วก็ สามารถ,98.844,101.24199999999999
เช็ค คะแนน ของ คุณ ลูกค้า ได้ ด้วย ค่ะ แล้วก็ จะ,101.162,104.08200000000001
 มี รายการ ต่าง ต่าง ให้ คุณ ลูกค้า สามารถ สั่งซื้อ,104.08200000000001,107.00200000000001
แล้วก็แลกสิทธิพิเศษต่างๆได้ด้วยเช่นกันค่ะ,107.05,109.98599999999999
 ตรงนี้คุณลูกค้าได้โหลดมาใช้งานแล้วหรือยังคะ,109.98599999999999,112.922
ทางเจ้าหน้าที่แนะนำให้คุณลูกค้าโหลดมา,112.97,115.881
ใช้งานนะคะเพื่อที่จะได้ไม่เสียสิทธิ์ตรง,115.881,118.792
นี้ไปนะคะโดยคุณลูกค้าสามารถเข้าไปที่,118.792,121.946
แอปแอปสตูลค่ะหรือว่า google storeแล้ว,121.962,124.13000000000001
ก็ทำการดาวน์โหลดได้เลยนะคะ,124.13000000000001,126.29800000000002
ในส่วนของแอปแอพพลิเคชั่น,126.346,129.722
ทรู ไอ ดี ใช่ มั้ย คะ ค่ะ ทรู,129.802,132.04999999999998
 ไอ ดี ค่ะ คุณ ลูก คะ สามารถ,132.04999999999998,134.29799999999997
ใช้ ตรวจสอบ คะแนน ชู พอยท์ ของ คุณ ลูกค้า,134.442,138.162
 ได้ ค่ะ แล้วก็ สามารถ นำ คะแนน ต่าง ๆ มา,138.162,141.882
แรกเป็นสิบส่วนลด,141.866,143.61
ของ ร้านค้า ต่าง ๆ ที่ เข้าร่วม ได้ นะคะ,143.562,146.586
แล้วก็สามารถทำการสั่งซื้อ,146.506,149.018
โทรศัพท์มือถือใหม่ก็ได้ค่ะ หรือว่าจะเป็นการ,149.45,152.538
สั่งซื้อ เลาเตอร์ เพื่อ ทำการ ปิด ไวไฟ,152.682,155.962
ก็ได้เช่นกันนะคะสามารถดำเนินการได้หลาย,155.882,159.669
หลายอย่างเลยค่ะในแอป true ไอดีนะคะ ค่ะจะ,159.669,163.45600000000002
เป็นการคะแนน true ของคุณลูกค้าที่คุณลูกค้า,163.45600000000002,167.24300000000002
ได้มีการทำธุรกรรมกับทาง true ค่ะอย่างเช่นการจ่าย,167.24300000000002,171.32100000000003
ในส่วนของค่าอินเทอร์เน็ตค่าโปรโมชั่นแพ็กเกจ,171.338,174.647
ต่างต่างของคุณลูกค้าค่ะหรือว่า,174.647,176.938
เป็นการที่คุณลูกค้าชำระเงินผ่านทาง,176.938,179.738
ทรู วอลเล็ต ค่ะ คุณ ลูกค้า จะ ได้รับ,179.69,182.682
หนึ่ง คะแนน นะคะ,182.89,184.474
ทุก ๆ การใช้งาน ในส่วนของคะแนน สามารถ,184.65,188.665
นำไปแลกสิทธิ์เป็นสิทธิส่วนลดต่าง,188.665,192.011
 ๆ ได้ค่ะ อย่างเช่นตอนนี้ คุณลูกค้าสามารถ,192.011,196.02599999999998
ใช้ คะแนน ทรู ค่ะ ใน การ ใช้ เป็น,196.01,199.24599999999998
 ส่วนลด ของ โค อิ เตะ ค่ะ ได้ ค่ะ,199.24599999999998,202.84199999999998
ใช้ หนึ่งร้อย คะแนน ลด สามสิบ,202.826,204.922
บาท นะคะ,205.13,206.202
ใช่ ค่ะ,206.666,207.674
โดยปกติแล้วทางเล่าจะเก็บคะแนนให้,209.674,212.882
กับคุณลูกค้าสม่ำเสมอเลยนะคะ ก็คือ,212.882,216.09
คุณลูกค้าสามารถล็อกอินนะครับ,216.042,217.69
แล้วก็ ตรวจสอบ คะนาง ของ,217.642,219.226
ทางเราจะมีประวัติอยู่แล้วค่ะ,220.138,222.77
 แต่ว่าถ้าเกิดว่าคุณลูกค้าเข้า,222.77,225.40200000000002
ใน ส่วน ของ เบอร์ โทร ของ คุณ ลูกค้า แล้ว แต่ว่า คุณ ลูกค้า,225.322,228.575
 ไม่ พบ คะแนน ใด ๆ ค่ะ ก็ สามารถ ติด ต่อ เข้า มา เพื่อ ให้,228.575,232.045
 เจ้าหน้า ที่ ตรวจ ตอบ ประวัติ ใน ส่วน ของ คะแนน ของ คุณ ลูกค้า,232.045,235.515
ขาย ข้าว หอมมะลิ อินทรีย์ ทรี อิน วัน ห่อ ละ สาม แสน บาท ค่ะ,235.466,236.506
ใช่ค่ะ ก็คือ เอ่อ ใช่ค่ะ เพราะว่า ทุก ๆ,237.162,240.598
 โดยปกติแล้ว ทุก ๆ การชำระเงินผ่านทาง,240.598,244.346
ทรู วอลเล็ต อ่ะ ค่ะ ก็ คือ จะ ได้ รับ เป็น คำ แนะ,244.65,247.578
แล้วก่อนหน้านี้ก็คือแสดงว่าคุณลูกค้าไม่ได้,248.426,251.14499999999998
ชำระเงินบาททางทรูวอลเล็ตซ์ใช่ไหมคะ ค่ะ ถ้าเป็น,251.14499999999998,254.07399999999998
ถ้าเป็นการ,254.73,255.898
การ ชำระเงิน ผ่าน ทาง หน้า เค้าเตรียม ค่ะ,256.074,258.599
 ก็ คือ จะ เป็น แค่ ใน ส่วน ของ การ ชำระ,258.599,261.376
เงิน การ เก็บ คะแนน หลัง จาก ที่ ได้ มี การ,261.376,264.15299999999996
จ่ายในส่วนของค่าใช้งานรายเดือนอย่างเงี้ยค่ะตรงนี้,264.714,267.89
ทางเจ้าหน้าที่แนะนำให้คุณลูกค้าโหลดในส่วนของ,267.89,271.066
true ไอ ดี นะคะ แล้วก็ โหลด ใน ส่วน ของ,271.306,274.33
true wallet ค่ะ เพื่อที่จะได้สองบัญชีนี้ค่ะ จะ,274.666,277.825
ได้ลิงก์กัน แล้วก็คุณลูกค้าจะสามารถเก็บคะแนนได้,277.825,281.21
แล้วก็มันได้เป็นส่วนรวม,281.194,282.266
ได้ นะคะ,282.282,283.098
เหมือนตอนนี้ก็คือคุณลูกค้าสามารถ,283.306,285.466
ใช้ เป็น ส่วนลด,285.386,286.682
ดารีควีน ไอดิมดารีควีนได้ค่ะ มี,287.818,290.913
บาร์บีคิว พลาซ่า มีโปรติโต้ คอนเนอร์ ค่ะ,290.913,294.266
มีชานมบริก นะคะ แล้วก็มีในส่วนของ,294.506,297.68699999999995
นมไทยเดนมาร์กด้วยนะคะ มีไข่หวานบ้านซูชิ,297.68699999999995,301.133
อย่างเงี้ยค่ะ ก็คือมีสามารถใช้เป็นส่วนลด,301.133,304.31399999999996
ได้หลายรายการเลยค่ะ คุณลูกค้าก็คือทางเจ้าหน้าที่แนะนำให้คุณลูกค้า,304.33,308.671
โหลดแอปพลิเคชันมานะคะเพื่อที่คุณลูกค้าจะไม่ได้เสีย,308.671,312.186
จะได้ไม่ต้องเสียศีล,312.138,313.85
ใช่ ค่ะ,317.194,318.138
เจ้าหน้าที่แนะนำให้โหลดแอปพลิเคชันมานะคะ,318.09,321.582
จะได้ใช้เป็นส่วนลดทั้งในส่วนของอาหารค่ะแล้ว,321.582,325.074
ก็สามารถใช้เป็นส่วนลดหลายรายการเลยค่ะคุณลูกค้า,325.074,328.815
ทั้งอาหารทั้งการชอปปิ้งผ่านโลตัสสีนี้ค่ะ,328.815,332.058
ผ่าน บิ๊กซี ก็ได้ เช่นกัน นะคะ แล้วก็,332.042,334.70599999999996
สามารถ แลกซื้อ กระเป๋า อย่าง นี้ ได้ ด้วย ค่ะ,334.70599999999996,337.36999999999995
ใช้ เป็น ส่วนลด ของ เมเจอร์ ก็ได้ ด้วย เช่นกัน,337.29,340.03200000000004
 นะคะ ก็ คือ ทาง ตัว นี้ แนะ นำ ให้ โหลด นะคะ,340.03200000000004,343.00200000000007
มี ส่วน หนึ่ง สอบถาม เพิ่มเติม มั้ย คะ นอกเหนือจาก,343.85,346.618
ไม่มีส่วนหรือสอบถามเพิ่มเติมขออนุญาตจบการสนทนาและขอบคุณ,349.354,352.474
