text,start,end
โดย จะ ทิ้ง ซิม,113.098,114.49
แล้วต้องล้างเครื่องใหม่ค่ะ,114.538,116.442
เพราะ รหัสผ่าน ต่าง ต่าง,116.554,118.394
จนเข้าระบบไม่ได้ง่าย ๆ ค่ะ,118.57,120.858
การ เข้าถึง โทรศัพท์,121.162,122.714
เดี๋ยวนี้มีความปลอดภัยค่อนข้างสูงค่ะ,122.954,126.01
ไม่ต้อง ห่วง นะคะ คุณ เอ มิ กา มี เรื่อง อื่น ให้ เบญจวัน,125.962,129.828
 ช่วยเหลือ อีก ไหม คะ คุณ เอ มิ กา ยินดี ค่ะ สนใจ โทรศัพท์,129.828,133.921
 รุ่น ไหน เป็นพิเศษ ไหม คะ รุ่น ที่ ตอนนี้ กำลัง ฮิต เลย นะคะ,133.921,137.787
โฟล์ค สี่ ค่ะ ใช่ ค่ะ,138.506,140.762
เป็น รุ่น ที่ พอกลาง ออกมา,140.682,142.994
 จะ ได้ ขนาด คล้าย แทปเล็ต ค่ะ,142.994,145.306
ใช่ ค่ะ เป็น รุ่น ฟิฟท์ สี่ ค่ะ ราคา,145.226,148.111
 เต็ม ของ รุ่น ฟิฟท์ สี่ ความจุ สอง ร้อย,148.111,150.99599999999998
ห้าสิบ หก กิกาไบต์ อยู่ ที่,150.99599999999998,153.88099999999997
สิบ สาม หมื่น แปด พัน เก้า ร้อย บาท,153.866,156.218
แต่ คุณ เอ มิ ก้า,156.266,157.658
เป็น ลูกค้า ซาลาเนต นะคะ,157.61,159.706
และ ใช้ แพ็คเกจ อยู่ ที่,159.69,161.626
หนึ่ง พัน สอง ร้อย เก้า สิบ เก้า บาท,161.674,164.314
ทาง ais,164.234,165.53
มอบ ส่วนลด ให้,165.642,167.162
แปด พัน บาท,167.21,168.346
ราคา เครื่อง อยู่ ที่,168.586,170.394
ขายส่ง น้ำผึ้ง สุวรรณ ฟาร์ม ขวด ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น กระปุก ละ สาม หมื่น อี อีกราฐ อี,170.41,172.922
โดย ติดสัญญา แพ็คเกจ นี้,173.002,175.13
คุณ เอ มิ กา ต้องการ เข้าไปซื้อ ที่ สาขา ไหน คะ อย่า เป็น ตะวัน เช็ค ของ ให้ คะ สักครู่ คะ สาขา เซ็นทรัล พระราม ศาล นะคะ,175.146,178.79899999999998
 คุณ เอ มิ กา ต้องการ เข้าไปซื้อ ที่ สาขา ไหน คะ อย่า เป็น ตะวัน เช็ค ของ ให้ คะ สักครู่ คะ สาขา เซ็นทรัล พระราม ศาล นะคะ,178.79899999999998,182.45199999999997
 คุณ เอ มิ กา ต้องการ เข้าไปซื้อ ที่ สาขา ไหน คะ อย่า เป็น ตะวัน เช็ค ของ ให้ คะ สักครู่ คะ สาขา เซ็นทรัล พระราม ศาล นะคะ,182.45199999999997,186.10499999999996
ไม่ มี สี ฟ้า สี เดียว ค่ะ อ๋อ ค่ะ,186.09,189.146
รุ่นนี้ ขาย ดี ทุก สี เลย ค่ะ,189.29,191.426
 คุณ เอ มิ กา สี ม่วง จริง จริง,191.426,193.56199999999998
สาขา นี้,193.578,194.65
คือ เพิ่ง ได้ ของ ใหม่ มา ยี่สิบ เครื่อง,194.73,197.50199999999998
 คน ชิด จริง จริง ค่ะ มี ศูนย์ เปอร์เซ็นต์,197.50199999999998,200.27399999999997
 สิบ เดือน ค่ะ หลาย ธนาคาร เลย ยินดี ค่ะ,200.27399999999997,203.35399999999998
ได้ ทราบ ว่า คุณ เอ มิ กา มี อะไร ให้,203.466,206.208
 บิณฑวัล ช่วยเหลือ เพิ่มเติม อีก มั้ย คะ ขอบคุณ ค่ะ,206.208,209.178
ก่อน การ วางสาย ดิฉัน รบกวน คุณ เอ มิ ก้า ให้ คะแนน,209.098,212.89000000000001
 การบริการ ใน ครั้งนี้ ด้วย นะคะ ช่วงนี้ อากาศ เปลี่ยนแปลง บ่อย,212.89000000000001,216.68200000000002
 ดูแล สุขภาพ ด้วย นะคะ ขอบคุณ ที่ ใช้ บริการ เอไอเอส,216.68200000000002,220.47400000000002
สวัสดี ค่า,220.49,221.787875
